sample_idx,true_label,target_label,initial_pred,adv_label,success,queries,l2_mag,note
182,0,5.0,0,5.0,True,138,1272.772216796875,Targeted I-FGSM success
182,0,6.0,0,6.0,True,98,1272.46533203125,Targeted I-FGSM success
182,0,7.0,0,7.0,True,134,1126.8819580078125,Targeted I-FGSM success
182,0,8.0,0,8.0,True,68,923.0725708007812,Targeted I-FGSM success
182,0,9.0,0,9.0,True,136,1161.9178466796875,Targeted I-FGSM success
186,0,1.0,0,0.0,False,200,,Targeted I-FGSM
186,0,2.0,0,2.0,True,72,799.4241943359375,Targeted I-FGSM success
186,0,3.0,0,3.0,True,74,863.4095458984375,Targeted I-FGSM success
186,0,4.0,0,4.0,True,160,1252.743408203125,Targeted I-FGSM success
186,0,5.0,0,5.0,True,76,892.9580078125,Targeted I-FGSM success
186,0,6.0,0,6.0,True,80,1027.4974365234375,Targeted I-FGSM success
186,0,7.0,0,0.0,False,200,,Targeted I-FGSM
186,0,8.0,0,8.0,True,52,644.9992065429688,Targeted I-FGSM success
186,0,9.0,0,9.0,True,50,645.9520263671875,Targeted I-FGSM success
187,0,1.0,0,1.0,True,94,957.41943359375,Targeted I-FGSM success
187,0,2.0,0,2.0,True,18,248.5980682373047,Targeted I-FGSM success
187,0,3.0,0,3.0,True,54,707.3789672851562,Targeted I-FGSM success
187,0,4.0,0,4.0,True,16,238.11341857910156,Targeted I-FGSM success
187,0,5.0,0,5.0,True,50,662.8634643554688,Targeted I-FGSM success
187,0,6.0,0,6.0,True,14,214.47610473632812,Targeted I-FGSM success
187,0,7.0,0,7.0,True,76,815.4636840820312,Targeted I-FGSM success
187,0,8.0,0,8.0,True,36,520.0250244140625,Targeted I-FGSM success
187,0,9.0,0,9.0,True,46,646.0425415039062,Targeted I-FGSM success
196,0,1.0,0,0.0,False,200,,Targeted I-FGSM
196,0,2.0,0,2.0,True,76,981.6317749023438,Targeted I-FGSM success
196,0,3.0,0,3.0,True,96,1173.1875,Targeted I-FGSM success
196,0,4.0,0,4.0,True,132,1255.9088134765625,Targeted I-FGSM success
196,0,5.0,0,5.0,True,82,937.4075927734375,Targeted I-FGSM success
196,0,6.0,0,6.0,True,66,842.1852416992188,Targeted I-FGSM success
196,0,7.0,0,0.0,False,200,,Targeted I-FGSM
196,0,8.0,0,8.0,True,70,866.51025390625,Targeted I-FGSM success
196,0,9.0,0,9.0,True,66,863.0347900390625,Targeted I-FGSM success
200,0,1.0,0,0.0,False,200,,Targeted I-FGSM
200,0,2.0,0,2.0,True,58,661.443115234375,Targeted I-FGSM success
200,0,3.0,0,3.0,True,72,819.1019287109375,Targeted I-FGSM success
200,0,4.0,0,4.0,True,76,825.3551025390625,Targeted I-FGSM success
200,0,5.0,0,5.0,True,84,874.0995483398438,Targeted I-FGSM success
200,0,6.0,0,6.0,True,32,426.58526611328125,Targeted I-FGSM success
200,0,7.0,0,7.0,True,152,1105.0673828125,Targeted I-FGSM success
200,0,8.0,0,8.0,True,42,535.8106079101562,Targeted I-FGSM success
200,0,9.0,0,9.0,True,42,545.7911987304688,Targeted I-FGSM success
203,0,1.0,0,0.0,False,200,,Targeted I-FGSM
203,0,2.0,0,2.0,True,64,785.4247436523438,Targeted I-FGSM success
203,0,3.0,0,3.0,True,84,1002.9008178710938,Targeted I-FGSM success
203,0,4.0,0,4.0,True,134,1125.268798828125,Targeted I-FGSM success
203,0,5.0,0,5.0,True,90,1108.867919921875,Targeted I-FGSM success
203,0,6.0,0,6.0,True,52,666.9130249023438,Targeted I-FGSM success
203,0,7.0,0,7.0,True,86,1060.6380615234375,Targeted I-FGSM success
203,0,8.0,0,8.0,True,58,827.853271484375,Targeted I-FGSM success
203,0,9.0,0,9.0,True,50,683.6636352539062,Targeted I-FGSM success
218,0,1.0,0,1.0,True,120,1019.6543579101562,Targeted I-FGSM success
218,0,2.0,0,2.0,True,18,255.5953826904297,Targeted I-FGSM success
218,0,3.0,0,3.0,True,30,410.3924865722656,Targeted I-FGSM success
218,0,4.0,0,4.0,True,60,721.0180053710938,Targeted I-FGSM success
218,0,5.0,0,5.0,True,32,400.40228271484375,Targeted I-FGSM success
218,0,6.0,0,6.0,True,56,666.9527587890625,Targeted I-FGSM success
218,0,7.0,0,7.0,True,26,349.50823974609375,Targeted I-FGSM success
218,0,8.0,0,8.0,True,26,404.7443542480469,Targeted I-FGSM success
218,0,9.0,0,9.0,True,24,353.6947937011719,Targeted I-FGSM success
219,0,1.0,0,1.0,True,114,1001.41748046875,Targeted I-FGSM success
219,0,2.0,0,2.0,True,56,695.7550048828125,Targeted I-FGSM success
219,0,3.0,0,3.0,True,58,702.5482177734375,Targeted I-FGSM success
219,0,4.0,0,4.0,True,58,729.3606567382812,Targeted I-FGSM success
219,0,5.0,0,5.0,True,52,664.8187866210938,Targeted I-FGSM success
219,0,6.0,0,6.0,True,40,534.1264038085938,Targeted I-FGSM success
219,0,7.0,0,7.0,True,76,960.0421752929688,Targeted I-FGSM success
219,0,8.0,0,8.0,True,32,481.6025390625,Targeted I-FGSM success
219,0,9.0,0,9.0,True,40,577.1490478515625,Targeted I-FGSM success
239,0,1.0,0,4.0,False,200,,Targeted I-FGSM
239,0,2.0,0,2.0,True,68,912.9014282226562,Targeted I-FGSM success
239,0,3.0,0,3.0,True,74,889.3351440429688,Targeted I-FGSM success
239,0,4.0,0,4.0,True,92,1045.4788818359375,Targeted I-FGSM success
239,0,5.0,0,5.0,True,56,678.61328125,Targeted I-FGSM success
239,0,6.0,0,6.0,True,86,1027.5072021484375,Targeted I-FGSM success
239,0,7.0,0,7.0,True,80,874.1973266601562,Targeted I-FGSM success
239,0,8.0,0,8.0,True,66,899.1034545898438,Targeted I-FGSM success
239,0,9.0,0,9.0,True,72,845.8953857421875,Targeted I-FGSM success
246,0,1.0,0,0.0,False,200,,Targeted I-FGSM
246,0,2.0,0,2.0,True,148,1110.2022705078125,Targeted I-FGSM success
246,0,3.0,0,3.0,True,86,954.0099487304688,Targeted I-FGSM success
246,0,4.0,0,0.0,False,200,,Targeted I-FGSM
246,0,5.0,0,5.0,True,90,1026.2158203125,Targeted I-FGSM success
246,0,6.0,0,6.0,True,146,1358.8447265625,Targeted I-FGSM success
246,0,7.0,0,0.0,False,200,,Targeted I-FGSM
246,0,8.0,0,8.0,True,54,741.9164428710938,Targeted I-FGSM success
246,0,9.0,0,9.0,True,70,785.730224609375,Targeted I-FGSM success
251,0,1.0,0,0.0,False,200,,Targeted I-FGSM
251,0,2.0,0,2.0,True,88,1065.5665283203125,Targeted I-FGSM success
251,0,3.0,0,3.0,True,88,1072.568359375,Targeted I-FGSM success
251,0,4.0,0,0.0,False,200,,Targeted I-FGSM
251,0,5.0,0,5.0,True,98,1091.241943359375,Targeted I-FGSM success
251,0,6.0,0,6.0,True,88,1047.79248046875,Targeted I-FGSM success
251,0,7.0,0,0.0,False,200,,Targeted I-FGSM
251,0,8.0,0,8.0,True,84,1110.2342529296875,Targeted I-FGSM success
251,0,9.0,0,0.0,False,200,,Targeted I-FGSM
252,0,1.0,0,2.0,False,200,,Targeted I-FGSM
252,0,2.0,0,2.0,True,56,723.69677734375,Targeted I-FGSM success
252,0,3.0,0,3.0,True,80,944.2827758789062,Targeted I-FGSM success
252,0,4.0,0,4.0,True,96,1039.925537109375,Targeted I-FGSM success
252,0,5.0,0,5.0,True,78,838.2952880859375,Targeted I-FGSM success
252,0,6.0,0,6.0,True,62,792.16162109375,Targeted I-FGSM success
252,0,7.0,0,0.0,False,200,,Targeted I-FGSM
252,0,8.0,0,8.0,True,50,676.9209594726562,Targeted I-FGSM success
252,0,9.0,0,9.0,True,54,694.9403076171875,Targeted I-FGSM success
261,0,1.0,0,0.0,False,200,,Targeted I-FGSM
261,0,2.0,0,2.0,True,80,985.7373046875,Targeted I-FGSM success
261,0,3.0,0,3.0,True,102,1243.4090576171875,Targeted I-FGSM success
261,0,4.0,0,4.0,True,106,1083.896728515625,Targeted I-FGSM success
261,0,5.0,0,5.0,True,74,925.1470336914062,Targeted I-FGSM success
261,0,6.0,0,6.0,True,66,867.8214111328125,Targeted I-FGSM success
261,0,7.0,0,7.0,True,88,1011.43212890625,Targeted I-FGSM success
261,0,8.0,0,8.0,True,62,857.2490844726562,Targeted I-FGSM success
261,0,9.0,0,9.0,True,50,671.8623657226562,Targeted I-FGSM success
273,0,1.0,0,0.0,False,200,,Targeted I-FGSM
273,0,2.0,0,2.0,True,70,876.6561279296875,Targeted I-FGSM success
273,0,3.0,0,3.0,True,68,848.64892578125,Targeted I-FGSM success
273,0,4.0,0,4.0,True,200,1221.8870849609375,Targeted I-FGSM success
273,0,5.0,0,5.0,True,84,1075.9609375,Targeted I-FGSM success
273,0,6.0,0,6.0,True,92,1044.4625244140625,Targeted I-FGSM success
273,0,7.0,0,7.0,True,98,1129.3192138671875,Targeted I-FGSM success
273,0,8.0,0,8.0,True,62,880.9472045898438,Targeted I-FGSM success
273,0,9.0,0,0.0,False,200,,Targeted I-FGSM
282,0,1.0,0,0.0,False,200,,Targeted I-FGSM
282,0,2.0,0,2.0,True,86,930.4337768554688,Targeted I-FGSM success
282,0,3.0,0,3.0,True,90,1102.5615234375,Targeted I-FGSM success
282,0,4.0,0,0.0,False,200,,Targeted I-FGSM
282,0,5.0,0,5.0,True,88,933.4816284179688,Targeted I-FGSM success
282,0,6.0,0,6.0,True,76,1003.095703125,Targeted I-FGSM success
282,0,7.0,0,0.0,False,200,,Targeted I-FGSM
282,0,8.0,0,8.0,True,110,1199.001220703125,Targeted I-FGSM success
282,0,9.0,0,9.0,True,134,1136.17822265625,Targeted I-FGSM success
295,0,1.0,0,0.0,False,200,,Targeted I-FGSM
295,0,2.0,0,2.0,True,64,821.3367309570312,Targeted I-FGSM success
295,0,3.0,0,3.0,True,72,909.5531616210938,Targeted I-FGSM success
295,0,4.0,0,4.0,True,68,868.2977294921875,Targeted I-FGSM success
295,0,5.0,0,5.0,True,64,831.2959594726562,Targeted I-FGSM success
295,0,6.0,0,6.0,True,46,623.4981689453125,Targeted I-FGSM success
295,0,7.0,0,7.0,True,82,1018.173828125,Targeted I-FGSM success
295,0,8.0,0,8.0,True,54,777.93505859375,Targeted I-FGSM success
295,0,9.0,0,9.0,True,56,774.549560546875,Targeted I-FGSM success
297,0,1.0,0,0.0,False,200,,Targeted I-FGSM
297,0,2.0,0,2.0,True,88,1082.1478271484375,Targeted I-FGSM success
297,0,3.0,0,3.0,True,90,1020.8040771484375,Targeted I-FGSM success
297,0,4.0,0,4.0,True,102,1069.776123046875,Targeted I-FGSM success
297,0,5.0,0,5.0,True,106,1171.0191650390625,Targeted I-FGSM success
297,0,6.0,0,6.0,True,80,1037.656982421875,Targeted I-FGSM success
297,0,7.0,0,7.0,True,94,1063.339111328125,Targeted I-FGSM success
297,0,8.0,0,8.0,True,74,1040.4110107421875,Targeted I-FGSM success
297,0,9.0,0,9.0,True,82,982.1919555664062,Targeted I-FGSM success
315,0,1.0,0,4.0,False,200,,Targeted I-FGSM
315,0,2.0,0,2.0,True,72,926.293701171875,Targeted I-FGSM success
315,0,3.0,0,3.0,True,94,1079.7874755859375,Targeted I-FGSM success
315,0,4.0,0,4.0,True,88,932.3953247070312,Targeted I-FGSM success
315,0,5.0,0,5.0,True,102,1175.570556640625,Targeted I-FGSM success
315,0,6.0,0,6.0,True,130,1248.467041015625,Targeted I-FGSM success
315,0,7.0,0,7.0,True,82,942.0,Targeted I-FGSM success
315,0,8.0,0,8.0,True,72,986.6463623046875,Targeted I-FGSM success
315,0,9.0,0,9.0,True,96,1000.198486328125,Targeted I-FGSM success
322,0,1.0,0,0.0,False,200,,Targeted I-FGSM
322,0,2.0,0,2.0,True,114,1222.5985107421875,Targeted I-FGSM success
322,0,3.0,0,3.0,True,74,937.97119140625,Targeted I-FGSM success
322,0,4.0,0,4.0,True,132,1353.2730712890625,Targeted I-FGSM success
322,0,5.0,0,5.0,True,86,1010.0,Targeted I-FGSM success
322,0,6.0,0,6.0,True,82,993.9431762695312,Targeted I-FGSM success
322,0,7.0,0,7.0,True,96,1107.579833984375,Targeted I-FGSM success
322,0,8.0,0,8.0,True,58,812.5029296875,Targeted I-FGSM success
322,0,9.0,0,9.0,True,66,885.1643676757812,Targeted I-FGSM success
338,0,1.0,0,0.0,False,200,,Targeted I-FGSM
338,0,2.0,0,2.0,True,118,1242.2745361328125,Targeted I-FGSM success
338,0,3.0,0,3.0,True,106,1300.409912109375,Targeted I-FGSM success
338,0,4.0,0,0.0,False,200,,Targeted I-FGSM
338,0,5.0,0,5.0,True,104,1193.0155029296875,Targeted I-FGSM success
338,0,6.0,0,6.0,True,70,827.07861328125,Targeted I-FGSM success
338,0,7.0,0,0.0,False,200,,Targeted I-FGSM
338,0,8.0,0,8.0,True,74,971.6650390625,Targeted I-FGSM success
338,0,9.0,0,9.0,True,98,1222.225830078125,Targeted I-FGSM success
339,0,1.0,0,0.0,False,200,,Targeted I-FGSM
339,0,2.0,0,2.0,True,62,733.9564208984375,Targeted I-FGSM success
339,0,3.0,0,3.0,True,66,795.091796875,Targeted I-FGSM success
339,0,4.0,0,4.0,True,120,1178.322998046875,Targeted I-FGSM success
339,0,5.0,0,5.0,True,42,542.606689453125,Targeted I-FGSM success
339,0,6.0,0,6.0,True,62,824.7223510742188,Targeted I-FGSM success
339,0,7.0,0,7.0,True,76,901.8353271484375,Targeted I-FGSM success
339,0,8.0,0,8.0,True,62,802.8411865234375,Targeted I-FGSM success
339,0,9.0,0,9.0,True,38,509.3986511230469,Targeted I-FGSM success
354,0,1.0,0,3.0,False,200,,Targeted I-FGSM
354,0,2.0,0,2.0,True,44,585.3289794921875,Targeted I-FGSM success
354,0,3.0,0,3.0,True,50,684.1622314453125,Targeted I-FGSM success
354,0,4.0,0,4.0,True,62,761.9973754882812,Targeted I-FGSM success
354,0,5.0,0,5.0,True,48,612.8490600585938,Targeted I-FGSM success
354,0,6.0,0,6.0,True,60,810.3850708007812,Targeted I-FGSM success
354,0,7.0,0,7.0,True,64,764.3245239257812,Targeted I-FGSM success
354,0,8.0,0,8.0,True,42,608.7142333984375,Targeted I-FGSM success
354,0,9.0,0,9.0,True,36,499.9280090332031,Targeted I-FGSM success
356,0,1.0,0,1.0,True,146,1114.1436767578125,Targeted I-FGSM success
356,0,2.0,0,2.0,True,48,646.8670654296875,Targeted I-FGSM success
356,0,3.0,0,3.0,True,48,651.1067504882812,Targeted I-FGSM success
356,0,4.0,0,4.0,True,44,532.3701782226562,Targeted I-FGSM success
